VS Name, VS IP address, Total Connections
vs_exch2010_443,10.10.12.181:https,168940
vs_exch2010_smtp,10.10.12.181:smtp,91414
vs_exch_srv_25,10.10.12.85:smtp,0
vs_exch_srv_80,10.10.12.85:http,0
vs_exch_srv_443,10.10.12.85:https,0
vs_gms_80,10.10.12.167:http,695
vs_gms_443,10.10.12.167:https,33
vs_gms_dev_80,10.10.12.205:http,0
vs_gms_dev_443,10.10.12.205:https,0
vs_gmsapps-audit_80,10.10.12.214:http,81
vs_gmsapps-audit_443,10.10.12.214:https,22
vs_gmsapps_80,10.10.12.175:http,0
vs_gmsapps_443,10.10.12.175:https,0
vs_guestmanagement-survey.travelclick.com_80,10.10.12.20:http,0
vs_guestmanagement-survey.travelclick.com_443,10.10.12.20:https,0
vs_imanager2.ihotelier.com_80,10.10.12.135:http,0
vs_imanager2.ihotelier.com_443,10.10.12.135:https,0
vs_imanager_80,10.10.12.66:http,68
vs_imanager_443,10.10.12.66:https,22
vs_insite-d1_80,10.10.12.179:http,0
vs_insite-d1_443,10.10.12.179:https,0
vs_insite-t1_80,10.10.12.177:http,0
vs_insite-t1_443,10.10.12.177:https,0
vs_insite-t2_80,10.10.12.76:http,0
vs_insite-t2_443,10.10.12.76:https,0
vs_insite_80,10.10.12.50:http,217
vs_insite_443,10.10.12.50:https,23
vs_insite_d2_80,10.10.12.146:http,0
vs_insite_d2_443,10.10.12.146:https,0
vs_insite_t3_80,10.10.12.176:http,0
vs_insite_t3_443,10.10.12.176:https,0
vs_is3_t4_80,10.10.12.137:http,0
vs_mobile-T1_443,10.10.12.97:https,17
vs_mobile-t2_80,10.10.12.180:http,0
vs_mobile-t2_443,10.10.12.180:https,0
vs_mobile_80,10.10.12.57:http,0
vs_mobile_443,10.10.12.57:https,0
vs_mobile_T1_80,10.10.12.97:http,92
vs_mobile_T4_80,10.10.12.98:http,0
vs_mobile_T4_443,10.10.12.98:https,0
vs_new_booking_80,10.10.12.163:http,0
vs_new_ota_http,10.10.12.158:http,0
vs_new_ota_https,10.10.12.158:https,0
vs_ns2tcp_53,10.10.12.136:domain,0
vs_ns2tcp_temp_53,10.10.136.30:domain,0
vs_ns2udp_53,10.10.12.136:domain,0
vs_ns2udp_temp_53,10.10.136.30:domain,0
vs_ota2_t6.ihotelier.com_80,10.10.12.174:http,72
vs_ota2_t6.ihotelier.com_443,10.10.12.174:https,32
vs_ota-t3_ihotelier.com_80,10.10.12.82:http,0
vs_ota-t4_ihotelier.com_80,10.10.12.89:http,615
vs_ota-t4_ihotelier.com_443,10.10.12.89:https,19
vs_ota_api_80,10.10.12.58:http,0
vs_ota_api_443,10.10.12.58:https,0
vs_ota_gch_api_443,10.10.12.196:https,0
vs_ota_ghc_api_80,10.10.12.196:http,0
vs_ota_t3_80,10.10.12.47:http,0
vs_ota_xapi_80,10.10.12.183:http,0
vs_ota_xapi_443,10.10.12.183:https,0
vs_ota_xapi_t5_80,10.10.12.204:http,644
vs_ota_xapi_t5_443,10.10.12.204:https,21
vs_pms_connect_80,10.10.12.77:http,0
vs_pms_connect_443,10.10.12.77:https,0
vs_pmsconnect_80,10.10.12.87:http,0
vs_pmsconnect_443,10.10.12.87:https,0
vs_protel-test_443,10.10.12.215:https,0
vs_protel-test_8080,10.10.12.215:webcache,0
vs_resv_test_80,10.10.12.55:http,0
vs_resv_test_443,10.10.12.55:https,0
vs_rvuiqa_80,10.10.12.49:http,0
vs_rvuiqa_443,10.10.12.49:https,0
vs_schedule_IMS_Splash_Page,10.10.31.250:http,26761
vs_secure.trumpcasinos.com_80,10.10.30.210:http,308
vs_secure.trumpcasinos.com_443,10.10.30.210:https,27
vs_stride_80,10.10.12.72:http,0
vs_stride_443,10.10.12.72:https,0
vs_test_ims-5,10.10.30.15:http,0
vs_trumpmarina.com_80,10.10.30.211:http,312
vs_trumpmarina.com_443,10.10.30.211:https,22
vs_trumpplaza.com_80,10.10.30.212:http,407
vs_trumpplaza.com_443,10.10.30.212:https,23
vs_trumptaj.com_80,10.10.30.213:http,185
vs_trumptaj.com_443,10.10.30.213:https,27
vs_urchin_80,10.10.12.52:http,67
vs_urchin_443,10.10.12.52:https,30
vs_urchin_9999,10.10.12.52:distinct,0
vs_vmview_80,10.10.12.92:http,0
vs_vmview_443,10.10.12.92:https,0
vs_web2_bluesqstudios.com_80,10.10.12.100:http,0
vs_wildcard_outbound_ftp_21,any:any,0
